filename,text
peterattiamd.com_about.json,"About Peter - Peter Attia About Peter Media Speaking Disclosures Comment Policy Comment policy Introduction to My Longevity Tactics Peter Attia, MD, is the founder ofEarly Medical, a medical practice that applies the principles of Medicine 3.0 to patients with the goal of simultaneously lengthening their lifespan and increasing their healthspan. He is the host ofThe Drive, one of the most popular podcasts covering the topics of health and medicine. He is also the author of the #1New York TimesBestseller,Outlive: The Science and Art of Longevity. Dr. Attia received his medical degree from the Stanford University School of Medicine and trained for five years at the Johns Hopkins Hospital in general surgery, where he was the recipient of several prestigious awards, including resident of the year. He spent two years at the National Institutes of Health as a surgical oncology fellow at the National Cancer Institute, where his research focused on immune-based therapies for melanoma. He lives in Austin, Texas with his wife and three kids. He is licensed in Texas (S8803), California (A96452), and New York (281406-1). You can listen to Peter talk more about his approach and research on ourMedia page. For speaking inquiries, please usethis form. Read about our disclosures here. Read about our comment policy here. Peter Attia is a physician focusing on the applied science of longevity. Δ Content Peter Connect Copyright © 2012–2024 PA IP, LLC. All rights reserved.This site is protected by reCAPTCHA and the GooglePrivacy PolicyandTerms of Serviceapply. Privacy Policy|Terms of Use|Do Not Share My Personal Information Login Sign-up (free) to receive the5 Tactics in my Longevity Toolkitdelivered by email as a 5-day course. Non-lame, weekly emails on the latest strategies and tactics for increasing your lifespan, healthspan, and well-being (plus new podcast announcements). Δ"
peterattiamd.com_ama-archive.json,"Ask Me Anything (AMA) Episodes - Peter Attia Ask Me Anything (AMA) Episodes #320 – AMA 64: New insights on GLP-1 agonists (Ozempic, Wegovy, Mounjaro) – efficacy, benefits, risks, and considerations in the rapidly evolving weight-loss drug landscape #316 – AMA #63: A guide for hair loss: causes, treatments, transplants, and sex-specific considerations #301 – AMA #59: Inflammation: its impact on aging and disease risk, and how to identify, prevent, and reduce it #297 – AMA #58: Iron: its role in health, testing methods, and strategies for preventing and managing iron deficiency #293 – AMA #57: High-intensity interval training: benefits, risks, protocols, and impact on longevity #289 – AMA #56: Cancer screening: pros and cons, screening options, interpreting results, and more #285 – AMA #55: Exercise: longevity-focused training, goal setting, improving deficiencies, managing emotional stress, and more #282 – AMA #54: Magnesium: risks of deficiency, how to correct it, supplement options, potential cognitive and sleep benefits, and more #279 – AMA #53: Metabolic health & pharmacologic interventions: SGLT-2 inhibitors, metformin, GLP-1 agonists, and the impact of statins #275 – AMA #52: Hormone replacement therapy: practical applications and the role of compounding pharmacies #271 – AMA #51: Understanding and improving your metabolic health #266 – AMA #50: Genetics: how they impact disease risk, what you can do about it, testing, and more #262 – AMA #49: Heart rate recovery, strength training, rucking, kidney function, and brain health #258 – AMA #48: Blood pressure—how to measure, manage, and treat high blood pressure #254 – AMA #47: Cold therapy: pros, cons, and its impact on longevity #251 – AMA #46: Optimizing brain health: Alzheimer’s disease risk factors, APOE, prevention strategies, and more #246 – AMA #45: Pros and cons of GLP-1 weight loss drugs and metformin as a geroprotective agent #242 – AMA #44: Peter’s historical changes in body composition with his evolving dietary, fasting, and training protocols #238 – AMA #43: Understanding apoB, LDL-C, Lp(a), and insulin as risk factors for cardiovascular disease #233 – AMA #42: Optimizing sleep – bedtime routine, molecule regimen, sleep trackers, sauna, & more #231 – AMA #41: Medicine 3.0, developments in the field of aging, healthy habits in times of stress, and more #227 – AMA #40: Body composition, protein, time-restricted feeding, fasting, DEXA scans, and more #223 – AMA #39: The Centenarian Decathlon, zone 2, VO2 max, and more #218 – AMA #38: Can you exercise too much? #214 – AMA #37: Bone health—everything you need to know #211 – AMA #36: Fruits & vegetables—everything you need to know #207 – AMA #35: “Anti-Aging” Drugs — NAD+, metformin, & rapamycin #203 – AMA #34: What Causes Heart Disease? #200 – AMA #33: Hydration—electrolytes, supplements, sports drinks, performance effects, and more #196 – AMA #32: Exercise, squats, deadlifts, BFR, and TRT #193 – AMA #31: Heart rate variability (HRV), alcohol, sleep, and more #188 – AMA #30: How to Read and Understand Scientific Studies #184 – AMA #29: GLP-1 Agonists – The Future of Treating Obesity? #180 – AMA #28: All things testosterone and testosterone replacement therapy #176 – AMA #27: The importance of muscle mass, strength, and cardiorespiratory fitness for longevity #173 – AMA #26: Continuous glucose monitors, zone 2 training, and a framework for interventions #170 – AMA #25: Navigating the complexities and nuances of cancer screening #165 – AMA #24: Deep dive into blood glucose: why it matters, important metrics to track, and superior insights from a CGM #161 – AMA #23: All Things Nicotine: deep dive into its cognitive and physical benefits, risks, and mechanisms of action #157 – AMA #22: Losing fat and gaining fat: the lessons of fat flux #153 – AMA #21: Deep dive into olive oil, high-intensity exercise, book update, and more #149 – AMA #20: Simplifying the complexities of insulin resistance: how it’s measured, how it manifests in the muscle and liver, and what we can do about it #145 – AMA #19: Deep dive on Zone 2 training, magnesium supplementation, and how to engage with your doctor #141 – AMA #18: Deep dive: sugar and sugar substitutes #136 – AMA #17: Body composition methods tour de force, insulin resistance, and Topo Chico #132 – AMA #16: Exploring hot and cold therapy #127 – AMA #3 with sleep expert, Matthew Walker, Ph.D.: Fasting, gut health, blue light, caffeine, REM sleep, and more #124 – AMA #15: Real-world case studies—metabolic dysregulation, low testosterone, menopause, and more AMA with Dom D’Agostino, Ph.D., Part II of II: Ketosis for cancer and chronic disease, hyperbaric oxygen therapy, and the effect of ketosis on female health AMA with Dom D’Agostino, Ph.D., Part I of II: Ketogenic diet, exogenous ketones, and exercise AMA #14: What lab tests can (and cannot) inform us about our overall objective of longevity AMA #13: 3-day fasting, exogenous ketones, autophagy, and exercise for longevity AMA #12: Strategies for longevity (which don’t require a doctor) AMA #11: All things fasting AMA #10: Low testosterone, hypothyroidism, building muscle (and preserving it while fasting) Celebrity AMA with Apolo Ohno and Sasha Cohen: Fasting, rapamycin, performance vs. longevity, and more AMA #9: NAD & metformin, fat-burning zone, creatine, estrogenization of men, emergency kit for cold & flu, and more AMA #8: DNA tests, longevity genes, metformin, fasting markers, salt, inflammation, and more AMA #7: Exercise framework, deadlifting, lower back pain, blood pressure, nootropics, CGM, and more AMA #2 with sleep expert, Matthew Walker, Ph.D.: short sleep mutants, optimal sleep environment, sleep apnea, & rapid fire questions AMA with sleep expert, Matthew Walker, Ph.D.: Strategies for sleeping more, sleeping better, and avoiding things that are disrupting sleep AMA #6: Fasting framework, vitamin supplementation, antioxidants, time management, problem-solving, and more AMA #5: calcium scores, Centenarian Decathlon, exercise, muscle glycogen, keto, and more AMA #4: sleep, jet lag protocol, autophagy, metformin, and more AMA #3: supplements, women’s health, patient care, and more AMA #2: the Nothingburger — results from Peter’s week-long fast between two weeks of nutritional ketosis — and answering questions on all things fasting AMA #1: alcohol, best lab tests, wearables, finding the right doc, racing, and more Comment policy Introduction to My Longevity Tactics OurAsk Me Anything (AMA)podcast episodes are released monthly and are exclusively available to ourpremium members. If you are not a member, you can subscribe today to get immediate access to our full back catalog of AMAs, plus future AMA episodes. You’ll also get the ability to participate bysubmitting your questions via the AMA pagefor possible future episodes, plusother exclusive benefits. #313 – AMA #62: Protein’s impact on appetite and weight management, and uric acid’s link to disease and how to manage levels #308 – AMA #61: Sun exposure, sunscreen, and skin health: relationship between sun exposure and skin cancer, vitamin D production, and photoaging, how to choose a sunscreen, and more #306 – AMA #60: preventing cognitive decline, nutrition myths, lowering blood glucose, apoB, and blood pressure, and more Peter Attia is a physician focusing on the applied science of longevity. Δ Content Peter Connect Copyright © 2012–2024 PA IP, LLC. All rights reserved.This site is protected by reCAPTCHA and the GooglePrivacy PolicyandTerms of Serviceapply. Privacy Policy|Terms of Use|Do Not Share My Personal Information Login Sign-up (free) to receive the5 Tactics in my Longevity Toolkitdelivered by email as a 5-day course. Non-lame, weekly emails on the latest strategies and tactics for increasing your lifespan, healthspan, and well-being (plus new podcast announcements). Δ"
peterattiamd.com_articles.json,"Articles - Peter Attia Failure of resveratrol to improve metabolic health is another nail in the coffin for the alleged “anti-aging” compound Beyond the headlines: evaluating exercise as an equivalent to medication for the treatment of depression and anxiety Research Worth Sharing, October 2024 Edition Do humans age in distinct rapid bursts instead of gradually over time? High-intensity interval training and cognitive function in older adults: promising but limited findings Cold therapy: the facts, the myths, and the how-to Could plasma protein levels be a surrogate for VO2 max testing as a measure of cardiorespiratory fitness? Is zone 5 training okay to do immediately following zone 2 training? A study suggesting that exercise does not impact mortality offers little more than click-bait Is interleukin-11 a promising new target for lifespan-extending interventions? Comment policy Introduction to My Longevity Tactics A recent meta-analysis of randomized trials assessed the performance of resveratrol in improving various metrics of metabolic health Popular media has circulated news of a study allegedly showing that exercise is preferable to medication as a treatment for anxiety and depression, but is this interpretation justified? Using biofeedback to reach weight loss goals, preventing falls with exercise, the impact of social support on stress eating, and an atlas of data on changes related to muscle aging A recent study makes use of multi-omics data to establish patterns of human aging, but results have dubious relevance on an individual scale A new study indicates that HIIT may help delay or even reverse age-related declines in memory and learning, but this exercise modality remains just one aspect of a well-balanced regimen. Forms of cold therapy have been used for generations for a number of alleged health benefits, but which are supported by evidence? A proteomics model may provide an alternative method for estimating risk of mortality and chronic disease This video clip is from #201 – Deep dive back into Zone 2 with Iñigo San-Millán, Ph.D., originally released on… Challenges to long-held knowledge makes for attention-grabbing headlines, but not necessarily good science. Excuse me while I scream. A recent study reports impressive results in male and female mice with anti-IL-11 therapy Peter Attia is a physician focusing on the applied science of longevity. Δ Content Peter Connect Copyright © 2012–2024 PA IP, LLC. All rights reserved.This site is protected by reCAPTCHA and the GooglePrivacy PolicyandTerms of Serviceapply. Privacy Policy|Terms of Use|Do Not Share My Personal Information Login Sign-up (free) to receive the5 Tactics in my Longevity Toolkitdelivered by email as a 5-day course. Non-lame, weekly emails on the latest strategies and tactics for increasing your lifespan, healthspan, and well-being (plus new podcast announcements). Δ"
peterattiamd.com_category_podcast.json,"Podcast Archives - Peter Attia Podcast #324 ‒ Metabolism, energy balance, and aging: How diet, calorie restriction, and macronutrients influence longevity and metabolic health | Eric Ravussin, Ph.D. #323 – CRISPR and the future of gene editing: scientific advances, genetic therapies, disease treatment potential, and ethical considerations | Feng Zhang, Ph.D. #322 – Bone health for life: building strong bones, preventing age-related loss, and reversing osteoporosis with evidence-based exercise | Belinda Beck, Ph.D. #321 – Dopamine and addiction: navigating pleasure, pain, and the path to recovery | Anna Lembke, M.D. #320 – AMA 64: New insights on GLP-1 agonists (Ozempic, Wegovy, Mounjaro) – efficacy, benefits, risks, and considerations in the rapidly evolving weight-loss drug landscape #319 ‒ Peter’s key takeaways on liver health, heart rate variability, AI in medicine, klotho, and lactate metabolism | Quarterly Podcast Summary #2 #318 ‒ Cycling phenom and Tour de France champion Tadej Pogačar reveals his training strategies, on-bike nutrition, and future aspirations #317 ‒ Reforming medicine: uncovering blind spots, challenging the norm, and embracing innovation | Marty Makary, M.D., M.P.H. #316 – AMA #63: A guide for hair loss: causes, treatments, transplants, and sex-specific considerations #315 ‒ Life after near-death: a new perspective on living, dying, and the afterlife | Sebastian Junger Comment policy Introduction to My Longevity Tactics Want to view all past podcasts on a single page?View our podcast archive. “I still believe that a nutritional approach to weight loss without physical activity or exercise prescribed is not a good strategy. We should implement both and try to have people enjoying the exercise.” —Eric Ravussin “One of the promises of gene editing is that it can provide a single treatment that is a cure for the disease.” —Feng Zhang “Bone is a ‘use it or lose it’ tissue.” —Belinda Beck “When we do things intentionally that are physically or mentally challenging for us, our body senses injury and up regulates feel good neurotransmitters. . .so we get our dopamine indirectly by paying for it upfront.” —Anna Lembke “If you’re taking these drugs, really, really pay attention to your protein consumption and your resistance training. . .that’s obviously going to be an important part of being on the right side of that body composition curve.”— Peter Attia “In humans, klotho is indeed a longevity gene. More klotho from the gene means longer life, better cognition. Take it away, shorter life, worse cognition.” —Peter Attia “You see all these three things—the speed, heart rate, and power. Then you see how you feel and which zone are you really in.” —Tadej Pogačar “One of the most important qualities of a physician is humility, knowing your limits, and having the self-awareness that you could be wrong.” —Marty Makary “Genetic sensitivity to DHT appears far more important than absolute DHT level. But. . .lowering DHT is a very important strategy to either preventing or halting hair loss.” —Peter Attia “I was allowed to go to the precipice, look over the edge, and then allowed to come back.”—Sebastian Junger Peter Attia is a physician focusing on the applied science of longevity. Δ Content Peter Connect Copyright © 2012–2024 PA IP, LLC. All rights reserved.This site is protected by reCAPTCHA and the GooglePrivacy PolicyandTerms of Serviceapply. Privacy Policy|Terms of Use|Do Not Share My Personal Information Login Sign-up (free) to receive the5 Tactics in my Longevity Toolkitdelivered by email as a 5-day course. Non-lame, weekly emails on the latest strategies and tactics for increasing your lifespan, healthspan, and well-being (plus new podcast announcements). Δ"
peterattiamd.com_category_premium-articles.json,"Premium Articles Archives - Peter Attia Premium Articles Cold therapy: the facts, the myths, and the how-to A guide to Zone 2 training: its profound impact on health, detailed training instructions, addressing male and female differences, and more Assessing metabolic health: where HbA1c falls short, and how it compares to fasting glucose, CGM, and OGTT Do high protein diets increase cancer risk? Body composition: impact on disease risk and how to assess and improve it The [almost] unbelievable effects of a high maximal aerobic capacity on all-cause mortality Optimizing protein quantity, distribution, and quality Saunas: the facts, the myths, and the how-to Is low-to-moderate alcohol consumption beneficial for longevity? “Biological” clocks: a peek into the future or a haphazard guess of mortality? Comment policy Sign up to receive the 5 tactics in my Longevity Toolkit, followed by non-lame, weekly emails on the latest strategies and tactics for increasing your lifespan, healthspan, and well-being (plus new podcast announcements). Introduction to My Longevity Tactics These articles are produced by Peter and our dedicated team of research analysts, and cover a wide range of longevity-related topics in much greater detail than those we send in our free weekly newsletter. Peter and our research team work hard to make these articles topical, exhaustive, interesting, and, whenever possible, actionable. Forms of cold therapy have been used for generations for a number of alleged health benefits, but which are supported by evidence? Zone 2 training is critical for improving and maintaining mitochondrial health and aerobic capacity, so we’ve put together a resource to answer all of your questions about this pillar of exercise and how to get the most out of Zone 2 training. Exclusive reliance on HbA1c and other static metrics may miss the opportunity for early intervention Is there any merit to the idea that consuming more protein increases one’s risk of developing or dying from cancer? A refresher on why you should care about body composition and a practical guide to determining and interpreting your measurements Everything you need to know about VO2max Δ Maximizing muscle protein synthesis is more than a matter of daily protein intake. How we distribute protein throughout the day matters, as does protein quality. Sauna use appears to be genuinely beneficial, but not all claims stand up to scrutiny There is a common belief that low-to-moderate consumption of alcohol has unique health benefits. What does the evidence show? Potential uses for the epigenetics of aging and why I don’t put much stock in epigenetics-based aging clocks at present Peter Attia is a physician focusing on the applied science of longevity. Δ Content Peter Connect Copyright © 2012–2024 PA IP, LLC. All rights reserved.This site is protected by reCAPTCHA and the GooglePrivacy PolicyandTerms of Serviceapply. Privacy Policy|Terms of Use|Do Not Share My Personal Information Login Sign-up (free) to receive the5 Tactics in my Longevity Toolkitdelivered by email as a 5-day course. Non-lame, weekly emails on the latest strategies and tactics for increasing your lifespan, healthspan, and well-being (plus new podcast announcements). Δ"
peterattiamd.com_category_risks.json,"Risks - Peter Attia Risks Peter on the four horsemen of chronic disease #324 ‒ Metabolism, energy balance, and aging: How diet, calorie restriction, and macronutrients influence longevity and metabolic health | Eric Ravussin, Ph.D. #323 – CRISPR and the future of gene editing: scientific advances, genetic therapies, disease treatment potential, and ethical considerations | Feng Zhang, Ph.D. #320 – AMA 64: New insights on GLP-1 agonists (Ozempic, Wegovy, Mounjaro) – efficacy, benefits, risks, and considerations in the rapidly evolving weight-loss drug landscape #319 ‒ Peter’s key takeaways on liver health, heart rate variability, AI in medicine, klotho, and lactate metabolism | Quarterly Podcast Summary #2 High-intensity interval training and cognitive function in older adults: promising but limited findings Could plasma protein levels be a surrogate for VO2 max testing as a measure of cardiorespiratory fitness? A new blood test doesn’t change the game for colorectal cancer screening Back on the merry-go-round of bad science regarding meat consumption #314 ‒ Rethinking nutrition science: the evolving landscape of obesity treatment, GLP-1 agonists, protein, and the need for higher research standards | David Allison, Ph.D. Coronary atherosclerosis is a silent killer, but we have tools to stop it Comment policy Sign up to receive the 5 tactics in my Longevity Toolkit, followed by non-lame, weekly emails on the latest strategies and tactics for increasing your lifespan, healthspan, and well-being (plus new podcast announcements). Introduction to My Longevity Tactics One of the foundationallessons we can take away from studying centenarians— those who have lived to the age of 100+ — is that if you want to live longer, you have to live longerwithoutchronic disease, not live longerwithchronic disease. Unfortunately, ourcurrent healthcare systemis primarily geared toward helping you live longer once you develop chronic disease. This, of course, is the opposite of the approach I take with my patients. Over 80% of deaths in people over 50 who do not smoke can be grouped into 4 main categories, what I like to call thefour horsemen of chronic disease. These are: (1)atherosclerotic disease(comprised of cardiovascular disease and cerebrovascular disease), (2)cancer, (3)neurodegenerative disease(Alzheimer’s disease being the most common), and (4)metabolic disease(a spectrum of everything from hyperinsulinemia toinsulin resistanceto fatty liver disease to type 2 diabetes). We havefive main longevity tacticsat our disposal to affect our longevity: (1)exercise, (2)sleep, (3)nutrition, (4)medications & supplements, and (5)distress tolerance. Below is a collection of podcasts and articles discussing how we can use these tactics to mitigate, prevent, and reverse chronic disease. This audio clip is from AMA #14: What lab tests can (and cannot) inform us about our overall objective of… “I still believe that a nutritional approach to weight loss without physical activity or exercise prescribed is not a good strategy. We should implement both and try to have people enjoying the exercise.” —Eric Ravussin “One of the promises of gene editing is that it can provide a single treatment that is a cure for the disease.” —Feng Zhang “If you’re taking these drugs, really, really pay attention to your protein consumption and your resistance training. . .that’s obviously going to be an important part of being on the right side of that body composition curve.”— Peter Attia “In humans, klotho is indeed a longevity gene. More klotho from the gene means longer life, better cognition. Take it away, shorter life, worse cognition.” —Peter Attia A new study indicates that HIIT may help delay or even reverse age-related declines in memory and learning, but this exercise modality remains just one aspect of a well-balanced regimen. A proteomics model may provide an alternative method for estimating risk of mortality and chronic disease Δ How a new cell-free DNA test stacks up against other available options A new observational study has reported positive associations between meat intake and type 2 diabetes risk, but let’s repeat: correlation is not causation. “I think we really need a radically different public health paradigm.” —David Allison A new study reveals that the prevalence of atherosclerosis is alarmingly high among asymptomatic adults classified as “low risk” and underscores the importance of lipid-lowering therapies for avoiding atherosclerosis progression and mortality Peter Attia is a physician focusing on the applied science of longevity. Δ Content Peter Connect Copyright © 2012–2024 PA IP, LLC. All rights reserved.This site is protected by reCAPTCHA and the GooglePrivacy PolicyandTerms of Serviceapply. Privacy Policy|Terms of Use|Do Not Share My Personal Information Login Sign-up (free) to receive the5 Tactics in my Longevity Toolkitdelivered by email as a 5-day course. Non-lame, weekly emails on the latest strategies and tactics for increasing your lifespan, healthspan, and well-being (plus new podcast announcements). Δ"
peterattiamd.com_category_risks_heart-disease-prevention.json,"Heart Disease Prevention | Peter Attia Cardiovascular Disease #203 – AMA #34: What Causes Heart Disease? Could plasma protein levels be a surrogate for VO2 max testing as a measure of cardiorespiratory fitness? Coronary atherosclerosis is a silent killer, but we have tools to stop it #313 – AMA #62: Protein’s impact on appetite and weight management, and uric acid’s link to disease and how to manage levels #311 ‒ Longevity 101: a foundational guide to Peter’s frameworks for longevity, and understanding CVD, cancer, neurodegenerative disease, nutrition, exercise, sleep, and more Does pharmacological treatment for ADHD increase risk of cardiovascular disease? Does xylitol increase risk of cardiovascular disease? #306 – AMA #60: preventing cognitive decline, nutrition myths, lowering blood glucose, apoB, and blood pressure, and more Reducing heavy alcohol intake: a lifeline for cardiovascular health High Lp(a) warrants intervention, even without other cardiovascular risk factors Silencing the alarm over a recent paper on dietary protein and atherosclerosis Comment policy Sign up to receive the 5 tactics in my Longevity Toolkit, followed by non-lame, weekly emails on the latest strategies and tactics for increasing your lifespan, healthspan, and well-being (plus new podcast announcements). Introduction to My Longevity Tactics One of the scariest things about heart disease is that it is often a silent killer, with few to no outward symptoms. As one of my medical school professors liked to point out, the most common “presentation” of the disease is a sudden, fatal heart attack. You know the patient has heart disease because he has just died from it. And while mortality rates from those first, surprise heart attacks have dropped significantly thanks to improvements in basic cardiac life support and time-sensitive interventions, such attacks are still fatal roughly 1/3 of the time. Below is a collection of past articles and podcasts related to heart disease prevention, atherosclerosis, coronary disease,cholesterol, apoB, and more. “Not everybody dies from atherosclerosis, but… everybody dies with it.” — Peter Attia A proteomics model may provide an alternative method for estimating risk of mortality and chronic disease A new study reveals that the prevalence of atherosclerosis is alarmingly high among asymptomatic adults classified as “low risk” and underscores the importance of lipid-lowering therapies for avoiding atherosclerosis progression and mortality “The body responds in pretty significant ways to alterations in protein availability.” —Peter Attia “I would say three-quarters of the benefits you can get towards a longer life, come solely from pursuing better health.” —Peter Attia A recent study suggests that use of medications commonly prescribed for ADHD treatment is associated with increased risk of certain cardiovascular conditions, but does it exceed the risks associated with untreated ADHD? Same study, different day: A recent study linking the sweetener xylitol to increased risk of cardiovascular events should ring a bell – but not an alarm. Δ “Metabolic health, first and foremost, is the goal of nutrition.” —Peter Attia Can reducing heavy alcohol intake significantly lower cardiovascular risk, or is the damage already done? A new study shows that the oft-ignored metric is strongly associated with heart attacks, regardless of the presence or absence of standard modifiable risk factors for cardiovascular disease A recent report that high protein intake contributes to atherosclerosis has limited relevance to anyone but transgenic mice Peter Attia is a physician focusing on the applied science of longevity. Δ Content Peter Connect Copyright © 2012–2024 PA IP, LLC. All rights reserved.This site is protected by reCAPTCHA and the GooglePrivacy PolicyandTerms of Serviceapply. Privacy Policy|Terms of Use|Do Not Share My Personal Information Login Sign-up (free) to receive the5 Tactics in my Longevity Toolkitdelivered by email as a 5-day course. Non-lame, weekly emails on the latest strategies and tactics for increasing your lifespan, healthspan, and well-being (plus new podcast announcements). Δ"
peterattiamd.com_contact_media-inquiries.json,"Speaking & Media Inquiries - Peter Attia Speaking & Media Inquiries Comment policy Introduction to My Longevity Tactics Δ Peter Attia is a physician focusing on the applied science of longevity. Δ Content Peter Connect Copyright © 2012–2024 PA IP, LLC. All rights reserved.This site is protected by reCAPTCHA and the GooglePrivacy PolicyandTerms of Serviceapply. Privacy Policy|Terms of Use|Do Not Share My Personal Information Login Sign-up (free) to receive the5 Tactics in my Longevity Toolkitdelivered by email as a 5-day course. Non-lame, weekly emails on the latest strategies and tactics for increasing your lifespan, healthspan, and well-being (plus new podcast announcements). Δ"
peterattiamd.com_disclosures.json,"Disclosures - Peter Attia Disclosures Comment policy Companies I have invested in Companies I advise Do you participate in affiliate marketing? Are you compensated for product endorsements? Do you allow your name or image to be used by others? Do you sell ads to support your podcast? Introduction to My Longevity Tactics It is very important to me, as it has been from the moment I became a public figure, that all my potential conflicts are disclosed. I believe this is a practice that every person who is in a position of influence should adhere to, though sadly most do not. I list my disclosures in two groups, with some overlap: (i) companies I have invested in, and (ii) companies I am currently advising or have previously advised. (Note: this list does not include investments in companies that have no involvement whatsoever in my sphere of influence or line of work.) Present: Previous: This list is updated regularly. In addition to providing this list, I’d like to address a few questions you may be reasonably asking. No, I do not engage in any affiliate (i.e., kickback) marketing. Under no circumstance have I ever or will I ever receive a direct financial kickback or “affiliate” payment for any product I discuss. Most of the time when I discuss a product that I have purchased, like, and use I have no association with the company. Instead, it is a genuine unprompted endorsement as I do not accept or invite ‘free products’ in exchange for reviews. And, again, I receive no kickback, if/even when it is offered following an unannounced endorsement. No, I do not accept compensation for product endorsement. Other times, I will talk about a product or service produced by a company in one of the two categories above. I still, under no circumstance, am separately compensated to do so, nor do I have commercial or contractual obligations to do so at my insistence. This includes declining any compensation that would create an incentive to be a “paid face” of an organization or brand. Yes, but under very limited circumstances. I do not allow third-party ads using my name, image, brand and likeness I do not authorize or lend my name, image, brand, or likeness without explicit consent. My team is rigorous in pursuing legal action when we notice folks falsely using my name or my endorsement to directly promote sales via online ads. If you see anyone doing this, pleasecontact usand let us know. No, my podcast is Ad-free The only revenue generated from the podcast comes in the form of subscription via our members who receive additional benefits, beyond the free podcast, by subscribing. More on this can be foundhere. Peter Attia is a physician focusing on the applied science of longevity. Δ Content Peter Connect Copyright © 2012–2024 PA IP, LLC. All rights reserved.This site is protected by reCAPTCHA and the GooglePrivacy PolicyandTerms of Serviceapply. Privacy Policy|Terms of Use|Do Not Share My Personal Information Login Sign-up (free) to receive the5 Tactics in my Longevity Toolkitdelivered by email as a 5-day course. Non-lame, weekly emails on the latest strategies and tactics for increasing your lifespan, healthspan, and well-being (plus new podcast announcements). Δ"
peterattiamd.com_gift-membership.json,"Gift Membership - Peter Attia Gift Membership Interested in Premium Membership? Comment policy Introduction to My Longevity Tactics Please enter the buyer’s information below.You will have the option to enter the recipient’s information after payment, along with a gift message. Exciting news!We’re rolling out a new website design today, bringing you a sleek, upgraded experience with your premium membership. During this transition, we’ve temporarily paused new membership sign-ups, but don’t worry—justenter your email below, and we’ll notify you as soon as membership activation is available,later today or tomorrow morning. Δ Peter Attia is a physician focusing on the applied science of longevity. Δ Content Peter Connect Copyright © 2012–2024 PA IP, LLC. All rights reserved.This site is protected by reCAPTCHA and the GooglePrivacy PolicyandTerms of Serviceapply. Privacy Policy|Terms of Use|Do Not Share My Personal Information Login Sign-up (free) to receive the5 Tactics in my Longevity Toolkitdelivered by email as a 5-day course. Non-lame, weekly emails on the latest strategies and tactics for increasing your lifespan, healthspan, and well-being (plus new podcast announcements). Δ"
